,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
1633,7500.0,Kaneohe,Hawaii,,812112.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Hawaii National Bank
1634,62900.0,HILO,HI,,621210.0,Corp,Unanswered,Unanswered,Unanswered,,7.0,04/10/2020,First Hawaiian Bank
1635,13640.0,HONOLULU,HI,96815.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii
1636,2500.0,Kailua Kona,Hawaii,96740.0,813990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
1637,20900.0,KAILUA,HI,96734.0,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,Central Pacific Bank
1638,6323.75,Wailuku,HI,96793.0,811412.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
1639,20800.0,HONOLULU,HI,96821.0,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-05,"American Savings Bank, FSB"
1640,17900.0,Hilo,HI,,339999.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,3.0,2020-05-04,Hawaii National Bank
1641,133290.0,HONOLULU,HI,96819.0,722320.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,12.0,2020-04-27,First Hawaiian Bank
1642,1334.0,Wailuku,HI,96793.0,561720.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-07,Central Pacific Bank
1643,17500.0,HONOLULU,HI,96814.0,561990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-04,Central Pacific Bank
1644,14295.0,Waimea,,96796.0,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank
1645,31265.0,HONOLULU,,96814.0,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii
1646,37500.0,HONOLULU,HI,96813.0,541211.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-04-08,Central Pacific Bank
1647,118500.0,KAILUA,HI,96734.0,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/06/2020,First Hawaiian Bank
1648,54810.0,Princeville,Hawaii,96722.0,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,2020-05-01,First Hawaiian Bank
1649,16875.0,Honolulu,,96815.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-27,First Hawaiian Bank
1650,65078.55,HILO,,96720.0,492110.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,2020-05-01,Celtic Bank Corporation
1651,23100.0,HONOLULU,Hawaii,96817.0,624110.0,NPO,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-08,First Hawaiian Bank
1652,26261.0,HONOLULU,,,532490.0,corporation,Unanswered,Male Owned,Non-Veteran,,5.0,2020-04-30,Cross River Bank
1653,64192.5,Kealakekua,HI,96750.0,424480.0,corporation,Unanswered,Female Owned,Non-Veteran,,5.0,2020-04-30,Hawaii Community FCU
1654,20800.0,HONOLULU,HI,96817.0,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,06/12/2020,"American Savings Bank, FSB"
1655,24300.0,Kihei,HI,96753.0,722511.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1.0,04/29/2020,Hawaii National Bank
1656,97440.0,HONOLULU,HI,96813.0,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-13,Bank of Hawaii
1657,106250.0,HONOLULU,HI,96813.0,621111.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,,2020-04-09,Central Pacific Bank
1658,1400.0,Aiea,,96701.0,454110.0,LLC,Unanswered,Male Owned,Non-Veteran,,0.0,05/07/2020,Central Pacific Bank
1659,20430.0,KULA,HI,96790.0,453220.0,CORPORATION,Unanswered,Male Owned,Non-Veteran,,5.0,04/27/2020,Bank of Hawaii
1660,6000.0,KANEOHE,HI,96744.0,532284.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB"
1661,17500.0,HONOLULU,,,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-09,Central Pacific Bank
1662,7700.0,Honolulu,HI,96822.0,541990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
1663,4816.0,Honolulu,HI,,812990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,2020-07-23,Cross River Bank
1664,30000.0,Honolulu,Hawaii,96819.0,337110.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank
1665,143887.0,Hilo,Hawaii,96720.0,722513.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,0.0,05/03/2020,Cross River Bank
1666,64600.0,Waimanalo,,96795.0,238210.0,limited  liability company(llc),Asian,Female Owned,Non-Veteran,,6.0,2020-04-29,Hawaii National Bank
1667,800.0,KAILUA KONA,Hawaii,96740.0,424820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/01/2020,"American Savings Bank, FSB"
1668,62800.0,WAIPAHU,,96797.0,621111.0,S-Corp,Unanswered,Unanswered,Unanswered,,5.0,04/16/2020,Central Pacific Bank
1669,43831.25,HILO,HI,96720.0,561492.0,PARTNERSHIP,Unanswered,Unanswered,Unanswered,,4.0,05/29/2020,First Hawaiian Bank
1670,87607.5,Honolulu,HI,96826.0,621320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,2020-04-30,First Hawaiian Bank
1671,14629.0,LAHAINA,HI,96761.0,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-05-01,Central Pacific Bank
1672,17500.0,HONOLULU,HI,96813.0,336611.0,LLC,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,Central Pacific Bank
1673,14700.0,HONOLULU,HI,96817.0,531190.0,SOLE PROPRIETORSHIP,Unanswered,Female Owned,Unanswered,,2.0,2020-04-28,"American Savings Bank, FSB"
1674,16052.0,Kapolei,Hawaii,96707.0,238140.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-06-28,"Kabbage, Inc."
1675,30400.0,WAIPAHU,,96797.0,485991.0,LLC,Asian,Male Owned,Non-Veteran,,5.0,2020-04-29,Central Pacific Bank
1676,46400.0,HONOLULU,Hawaii,96814.0,621210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/05/2020,Central Pacific Bank
1677,14000.0,Kaneohe,HI,96744.0,541110.0,SP,Unanswered,Unanswered,Unanswered,,0.0,2020-05-08,Central Pacific Bank
1678,32400.0,KIHEI,Hawaii,96753.0,713990.0,Corporation,Unanswered,Male Owned,Non-Veteran,,,2020-04-12,Central Pacific Bank
1679,20800.0,Honolulu,Hawaii,,541611.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/27/2020,Celtic Bank Corporation
1680,120000.0,WAILUKU,Hawaii,96793.0,424410.0,corporation,Unanswered,Unanswered,Unanswered,,26.0,04/12/2020,Central Pacific Bank
1681,147117.5,LAHAINA,,96761.0,713990.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,12.0,04/27/2020,First Hawaiian Bank
1682,66900.0,HONOLULU,,96814.0,621210.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,04/05/2020,Central Pacific Bank
1683,9400.0,Honolulu,Hawaii,96821.0,531210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Central Pacific Bank
1684,18820.0,HONOLULU,Hawaii,96813.0,524210.0,IC,Unanswered,Unanswered,Unanswered,,0.0,2020-04-15,HawaiiUSA FCU
1685,10745.0,WAILUKU,Hawaii,96793.0,236118.0,partnership,Unanswered,Unanswered,Unanswered,,2.0,05/18/2020,HawaiiUSA FCU
1686,48200.0,HONOLULU,Hawaii,96813.0,621399.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,2020-04-12,Central Pacific Bank
1687,5230.0,Kaneohe,HI,96744.0,812990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-01,First Hawaiian Bank
1688,25795.0,Honolulu,,96815.0,611620.0,S-Corp,Unanswered,Unanswered,Unanswered,,2.0,2020-04-30,First Hawaiian Bank
1689,80000.0,HONOLULU,,96813.0,524114.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank
1690,3745.0,MILILANI,Hawaii,96789.0,811111.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,First Hawaiian Bank
1691,89980.0,Honolulu,HI,96813.0,541611.0,corporation,Unanswered,Unanswered,Unanswered,,6.0,2020-04-15,First Hawaiian Bank
1692,121920.0,Lahaina,,96761.0,561520.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,15.0,04/15/2020,First Hawaiian Bank
1693,17500.0,KAHULUI,HI,,238350.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/09/2020,Bank of Hawaii
1694,128360.0,Honolulu,Hawaii,96819.0,423930.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,2020-04-30,First Hawaiian Bank
1695,2435.66,HONOLULU,,96814.0,561510.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,2020-04-06,"American Savings Bank, FSB"
1696,7500.0,HONOLULU,,96813.0,541310.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,7.0,2020-04-16,Central Pacific Bank
1697,139265.0,HONOLULU,HI,96817.0,722513.0,CORPORATION,Unanswered,Male Owned,Non-Veteran,,12.0,2020-04-28,Bank of Hawaii
1698,13835.0,HILO,Hawaii,96720.0,484110.0,corporation,Unanswered,Unanswered,Unanswered,,,2020-04-15,Bank of Hawaii
1699,30990.62,HILO,,96720.0,488410.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Male Owned,Non-Veteran,,3.0,05/22/2020,HawaiiUSA FCU
1700,126800.0,HONOLULU,Hawaii,,541310.0,limited liability partnership,Unanswered,Unanswered,Unanswered,,7.0,04/04/2020,"American Savings Bank, FSB"
1701,3440.0,Volcano,HI,96785.0,236115.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Cross River Bank
1702,9429.0,HONOLULU,HI,96814.0,485310.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-15,First Hawaiian Bank
1703,16442.0,WAIPAHU,,,512250.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-28,Bank of Hawaii
1704,20833.0,Makawao,HI,96768.0,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/02/2020,Celtic Bank Corporation
1705,41600.0,HONOLULU,,96815.0,531312.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/02/2020,"American Savings Bank, FSB"
1706,50267.5,Honolulu,,96826.0,813410.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,10.0,2020-05-01,First Hawaiian Bank
1707,37500.0,HILO,,96720.0,621493.0,CORPORATION,Asian,Male Owned,Unanswered,,5.0,2020-04-04,"American Savings Bank, FSB"
1708,21300.0,KAILUA,HI,,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-08,Central Pacific Bank
1709,1337.0,HONOLULU,HI,96706.0,485999.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1.0,05/27/2020,HawaiiUSA FCU
1710,2900.34,Kihei,,96753.0,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Celtic Bank Corporation
1711,20435.0,HAIKU,HI,96708.0,541614.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,Bank of Hawaii
1712,12850.0,PEARL CITY,Hawaii,96782.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-04-28,Bank of Hawaii
1713,3100.0,HONOLULU,,96816.0,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-12,Central Pacific Bank
1714,10332.5,KAILUA KONA,,96740.0,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,08/04/2020,Hawaii Community FCU
1715,23673.57,HONOLULU,,96825.0,561110.0,S-Corp,Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,HawaiiUSA FCU
1716,59700.0,HONOLULU,Hawaii,96815.0,722410.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,15.0,2020-04-12,"American Savings Bank, FSB"
1717,8500.0,HONOLULU,HI,96819.0,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB"
1718,970.0,LAHAINA,,96761.0,451140.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,,2020-05-15,Bank of Hawaii
1719,111000.0,KAILUA,HI,96734.0,621493.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-10,Bank of Hawaii
1720,38600.0,Honolulu,Hawaii,96709.0,487990.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,4.0,2020-04-15,Hawaii National Bank
1721,69000.0,EWA BEACH,,96706.0,238210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,6.0,2020-04-14,First Hawaiian Bank
1722,29200.0,Honolulu,HI,96813.0,447110.0,Corporation,Unanswered,Male Owned,Unanswered,,3.0,04/16/2020,Hawaii National Bank
1723,11211.0,Wailuku,,96793.0,722513.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,2020-06-01,Central Pacific Bank
1724,13800.0,KAILUA,,96734.0,238160.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,4.0,2020-04-08,Central Pacific Bank
1725,70500.0,HONOLULU,Hawaii,96813.0,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,First Hawaiian Bank
1726,51200.0,MAKAWAO,,96768.0,446110.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,6.0,06/11/2020,"American Savings Bank, FSB"
1727,53300.0,HONOLULU,HI,96817.0,541611.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
1728,13903.0,ANAHOLA,HI,96703.0,541430.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Central Pacific Bank
1729,11600.0,HILO,HI,96720.0,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-05-08,HomeStreet Bank
1730,25800.0,Honolulu,Hawaii,96821.0,238220.0,corporation,Asian,Female Owned,Unanswered,,6.0,04/29/2020,Hawaii National Bank
1731,140500.0,HONOLULU,HI,96813.0,621391.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6.0,04/11/2020,Central Pacific Bank
1732,10540.0,Hilo,,96720.0,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-07-11,"Kabbage, Inc."
1733,7100.0,HONOLULU,,96816.0,926110.0,Professional Association,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Central Pacific Bank
1734,63655.0,HONOLULU,HI,96815.0,531110.0,CORPORATION,Unanswered,Unanswered,Unanswered,,16.0,04/27/2020,Bank of Hawaii
1735,20800.0,Waianae,,96792.0,,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
1736,48900.0,HONOLULU,,96822.0,813110.0,Professional Association,Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,First Hawaiian Bank
1737,19400.0,KAILUA KONA,Hawaii,96740.0,448140.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"American Savings Bank, FSB"
1738,21790.0,EWA BEACH,,96706.0,524210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-04-10,Bank of Hawaii
1739,6200.0,Lahaina,,96761.0,561740.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
1740,8000.0,HONOLULU,Hawaii,96815.0,451110.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Central Pacific Bank
1741,56275.0,HONOLULU,,96816.0,561730.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-27,Bank of Hawaii
1742,8800.0,HONOLULU,HI,96816.0,812112.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
1743,10300.0,Honolulu,,96817.0,561720.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-20,Central Pacific Bank
1744,5000.0,HOLUALOA,,96725.0,611110.0,PROFESSIONAL ASSOCIATION,Unanswered,Unanswered,Unanswered,,,2020-04-28,Bank of Hawaii
1745,10700.0,HONOLULU,,96814.0,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,06/17/2020,Central Pacific Bank
1746,40800.0,PRINCEVILLE,Hawaii,96722.0,424490.0,Corporation,White,Unanswered,Non-Veteran,,4.0,04/15/2020,First Hawaiian Bank
1747,28800.0,HONOLULU,HI,96819.0,811121.0,corporation,Unanswered,Unanswered,Unanswered,,3.0,04/04/2020,Central Pacific Bank
1748,3900.0,HONOLULU,Hawaii,96815.0,111336.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,2020-05-20,"American Savings Bank, FSB"
1749,54100.0,KAILUA KONA,HI,96740.0,621210.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,2020-04-10,"American Savings Bank, FSB"
1750,5900.0,HONOLULU,HI,96815.0,454390.0,SP,Unanswered,Unanswered,Unanswered,,,2020-08-04,Radius Bank
1751,62600.0,KAILUA KONA,HI,96740.0,722320.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,5.0,2020-04-08,First Hawaiian Bank
1752,15200.0,HONOLULU,HI,96813.0,238210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
1753,135100.0,WAIPAHU,HI,96797.0,238210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,14.0,2020-05-21,"American Savings Bank, FSB"
1754,63435.0,Ninole,Hawaii,96773.0,484220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/04/2020,First Hawaiian Bank
1755,15655.0,Wailuku,Hawaii,96793.0,812112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-14,Central Pacific Bank
1756,16745.0,Wailuku,Hawaii,96793.0,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-05-14,First Hawaiian Bank
1757,45800.0,KAILUA,,96734.0,621399.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,4.0,05/15/2020,"American Savings Bank, FSB"
1758,9500.0,HONOLULU,Hawaii,,611710.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,05/02/2020,"American Savings Bank, FSB"
1759,7021.0,HONOLULU,Hawaii,96816.0,541690.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-05-08,"Bank of America, National Association"
1760,20900.0,HONOLULU,HI,96816.0,221114.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank
1761,12307.17,Honolulu,HI,96813.0,311352.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-07,Celtic Bank Corporation
1762,31297.0,AIEA,HI,96701.0,541211.0,limited liability partnership,Unanswered,Unanswered,Unanswered,,2.0,05/08/2020,Bank of Hawaii
1763,100735.0,hilo,Hawaii,96720.0,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,First Hawaiian Bank
1764,22172.0,MILILANI,,96789.0,334614.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,Cross River Bank
1765,4786.2,WAIMANALO,Hawaii,96795.0,424480.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,2.0,04/29/2020,HawaiiUSA FCU
1766,82500.0,LAHAINA,,96761.0,453920.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,7.0,04/06/2020,"American Savings Bank, FSB"
1767,6200.0,HONOLULU,HI,96817.0,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-04-05,"American Savings Bank, FSB"
1768,20900.0,HONOLULU,Hawaii,96813.0,541110.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,1.0,04/04/2020,Central Pacific Bank
1769,63400.0,KANEOHE,HI,96744.0,541110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"American Savings Bank, FSB"
1770,27600.0,HONOLULU,HI,96814.0,531210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,Central Pacific Bank
1771,6200.0,LIHUE,HI,96766.0,999990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-05-02,Gather FCU
1772,3500.0,Honolulu,Hawaii,96734.0,621498.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-04-30,Central Pacific Bank
1773,6258.4,Kapaa,Hawaii,96746.0,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-05-20,Celtic Bank Corporation
1774,7875.0,HONOLULU,HI,,812921.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank
1775,9100.0,AIEA,,96701.0,611620.0,Corporation,Unanswered,Male Owned,Non-Veteran,,4.0,04/09/2020,Central Pacific Bank
1776,22371.0,Lahaina,Hawaii,96761.0,621391.0,limited  liability company(llc),Asian,Female Owned,Unanswered,,2.0,04/28/2020,First Hawaiian Bank
1777,4175.82,PEARL CITY,HI,96782.0,488410.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Unanswered,,1.0,2020-04-29,HawaiiUSA FCU
1778,4100.0,AIEA,HI,96701.0,448310.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/13/2020,Central Pacific Bank
1779,24300.0,KANEOHE,Hawaii,96744.0,541890.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-14,Central Pacific Bank
1780,17800.0,WAIPAHU,Hawaii,96797.0,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,2020-04-08,Central Pacific Bank
1781,13500.0,HONOLULU,HI,96814.0,812112.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,2020-04-07,"American Savings Bank, FSB"
1782,13600.0,Wailuku,HI,96793.0,541110.0,Partnership,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,First Hawaiian Bank
1783,44200.0,LIHUE,,96766.0,713950.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/06/2020,First Hawaiian Bank
1784,54700.0,HILO,HI,96720.0,624190.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27.0,04/07/2020,First Hawaiian Bank
1785,22700.0,KULA,,96790.0,311421.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,"American Savings Bank, FSB"
1786,41777.0,HONOLULU,Hawaii,96815.0,311812.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,2020-04-15,First Hawaiian Bank
1787,24331.0,Lahina,Hawaii,96761.0,541613.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,First Hawaiian Bank
1788,72650.0,PAIA,HI,96779.0,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
1789,15000.0,Kamuela,Hawaii,96743.0,236115.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/29/2020,Cross River Bank
1790,65452.0,HONOLULU,Hawaii,96830.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,2020-04-29,First Hawaiian Bank
1791,16857.5,Honolulu,,,541690.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-28,First Hawaiian Bank
1792,2740.0,HONOLULU,Hawaii,96814.0,531210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
1793,34400.0,KIHEI,HI,96753.0,531210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,2020-04-10,"American Savings Bank, FSB"
1794,116550.0,HONOLULU,HI,96813.0,812930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
1795,112400.0,WAIALUA,,96791.0,562991.0,Corporation,Unanswered,Unanswered,Non-Veteran,,14.0,2020-04-28,"American Savings Bank, FSB"
1796,20000.0,Honolulu,,,531210.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,First Hawaiian Bank
1797,27500.0,KAILUA KONA,Hawaii,96745.0,561790.0,LLC,Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,"American Savings Bank, FSB"
1798,21804.0,LAHAINA,,96761.0,445299.0,corporation,Unanswered,Unanswered,Unanswered,,6.0,05/04/2020,First Hawaiian Bank
1799,78300.0,KAMUELA,HI,,424990.0,corporation,Unanswered,Male Owned,Unanswered,,4.0,2020-04-15,First Hawaiian Bank
1800,55000.0,HONOLULU,HI,96826.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-04-11,Central Pacific Bank
1801,2900.0,WAIPAHU,Hawaii,96797.0,561720.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-16,"American Savings Bank, FSB"
1802,36200.0,HONOLULU,Hawaii,,541110.0,Corp,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB"
1803,10000.0,LIHUE,,96766.0,541620.0,Corp,Unanswered,Unanswered,Unanswered,,1.0,04/13/2020,Bank of Hawaii
1804,18100.0,EWA BEACH,HI,96706.0,423110.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,First Hawaiian Bank
1805,31300.0,KAPOLEI,Hawaii,96707.0,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/10/2020,Central Pacific Bank
1806,140400.0,HONOLULU,HI,96813.0,541211.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10.0,2020-04-03,"American Savings Bank, FSB"
1807,2412.0,WAHIAWA,Hawaii,96786.0,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,07/27/2020,"JPMorgan Chase Bank, National Association"
1808,62300.0,Aiea,Hawaii,96701.0,621210.0,SP,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank
