LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
9400.0,WAILUKU,HI,96793,561720.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,Central Pacific Bank,HI-02
25000.0,KOLOA,HI,96756,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/06/2020,Gather FCU,HI-02
19761.0,Kaneohe,HI,96744,485991.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,05/22/2020,First Hawaiian Bank,HI-02
28800.0,HONOLULU,HI,96814,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB",HI-01
21965.0,Hilo,HI,96720,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/03/2020,Central Pacific Bank,HI-02
24000.0,LIHUE,HI,96766,484110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/06/2020,Central Pacific Bank,HI-02
136100.0,HILO,HI,96720,531190.0,Limited  Liability Company(LLC),Asian,Male Owned,Unanswered,,15.0,04/11/2020,First Hawaiian Bank,HI-02
7500.0,MILILANI,HI,96789,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB",HI-01
2035.0,Kapaa,HI,96746,541430.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Kaua'i Government Employees' FCU,HI-02
12600.0,PRINCEVILLE,HI,96722,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,First Hawaiian Bank,HI-02
49530.0,Lihue,HI,96766,621112.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/15/2020,First Hawaiian Bank,HI-02
72500.0,AIEA,HI,96701,561421.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,13.0,04/28/2020,HawaiiUSA FCU,HI-01
15000.0,HONOLULU,HI,96818,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
78780.0,PAIA,HI,96779,722515.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-02
27330.0,Kula,HI,96790,488490.0,Corporation,Unanswered,Male Owned,Non-Veteran,,2.0,04/28/2020,First Hawaiian Bank,HI-02
2400.0,HONOLULU,HI,96814,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank,HI-01
40500.0,KAHULUI,HI,96732,811111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/11/2020,"American Savings Bank, FSB",HI-02
7122.0,HONOLULU,HI,96816,541613.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1.0,05/04/2020,HawaiiUSA FCU,HI-01
1637.0,LAHAINA,HI,96761,711130.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/04/2020,Bank of Hawaii,HI-02
28165.0,KAPOLEI,HI,96707,448150.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/14/2020,Bank of Hawaii,HI-02
31400.0,HONOLULU,HI,96814,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Central Pacific Bank,HI-01
1000.0,Kailua,HI,96734,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Celtic Bank Corporation,HI-02
12538.0,Lahaina,HI,96761,238990.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,07/29/2020,"Kabbage, Inc.",HI-02
2300.0,Honolulu,HI,96816,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,First Hawaiian Bank,HI-01
20166.0,Lihue,HI,96766,621910.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,2.0,06/26/2020,"Kabbage, Inc.",HI-02
29700.0,HONOLULU,HI,96819,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,First Hawaiian Bank,HI-01
5300.0,KAPOLEI,HI,96707,541219.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB",HI-02
8500.0,Lahaina,HI,96761,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-02
29400.0,HONOLULU,HI,96813,721214.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,First Hawaiian Bank,HI-01
58700.0,HONOLULU,HI,96816,561730.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/06/2020,Central Pacific Bank,HI-01
2500.0,MILILANI,HI,96789,811121.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank,HI-01
5632.5,LIHUE,HI,96766,611610.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,6.0,05/29/2020,First Hawaiian Bank,HI-02
76645.0,HONOLULU,HI,96813,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,First Hawaiian Bank,HI-01
4600.0,Honolulu,HI,96814,531390.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank,HI-01
14688.0,Honolulu,HI,96817,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01
62000.0,Waipahu,HI,96797,713990.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,32.0,04/28/2020,Hawaii National Bank,HI-01
4700.0,HONOLULU,HI,96815,448150.0,Corporation,Unanswered,Male Owned,Non-Veteran,,2.0,04/08/2020,Central Pacific Bank,HI-01
15750.0,HONOLULU,HI,96813,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/04/2020,Bank of Hawaii,HI-01
21000.0,KANEOHE,HI,96744,238990.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1.0,05/01/2020,Hawaii National Bank,HI-02
26800.0,HONOLULU,HI,96821,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"American Savings Bank, FSB",HI-01
72600.0,HONOLULU,HI,96814,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/28/2020,Central Pacific Bank,HI-01
17422.0,Honolulu,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank,HI-01
6600.0,Honolulu,HI,96813,238220.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank,HI-01
82267.5,Kaneohe,HI,96744,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/15/2020,First Hawaiian Bank,HI-02
46357.0,KAMUELA,HI,96743,512110.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"Bank of America, National Association",HI-02
12500.0,HONOLULU,HI,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Bank of Hawaii,HI-01
5585.0,HONOLULU,HI,96814,999990.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,1.0,05/06/2020,First Hawaiian Bank,HI-01
4600.0,HONOLULU,HI,96817,531110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,"American Savings Bank, FSB",HI-01
75000.0,WAIANAE,HI,96792,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii,HI-02
1155.0,KEAAU,HI,96749,424490.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/10/2020,Bank of Hawaii,HI-02
4000.0,Honolulu,HI,96822,561510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01
13800.0,WAILUKU,HI,96793,922160.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/29/2020,Central Pacific Bank,HI-02
10700.0,PEARL CITY,HI,96782,722410.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"American Savings Bank, FSB",HI-01
14400.0,HONOLULU,HI,96814,445110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/30/2020,"American Savings Bank, FSB",HI-01
28600.0,Kamuela,HI,96743,713990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank,HI-02
7700.0,WAILUKU,HI,96793,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank,HI-02
5200.0,Honolulu,HI,96826,621112.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,7.0,04/28/2020,"American Savings Bank, FSB",HI-01
38025.0,HONOLULU,HI,96813,541310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
91700.0,Honolulu,HI,96819,424990.0,Corporation,Asian,Male Owned,Non-Veteran,,9.0,04/14/2020,Hawaii National Bank,HI-01
5500.0,Aiea,HI,96701,453210.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2.0,04/28/2020,Central Pacific Bank,HI-01
1600.0,KAILUA,HI,96734,811411.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,2.0,04/14/2020,Central Pacific Bank,HI-02
59610.0,HONOLULU,HI,96825,424480.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
20830.0,HONOLULU,HI,96813,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Bank of Hawaii,HI-01
18750.0,KAILUA KONA,HI,96740,531210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-02
5300.0,HONOLULU,HI,96819,423210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/04/2020,"American Savings Bank, FSB",HI-01
130000.0,HONOLULUolulu,HI,96826,541310.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01
26000.0,WAIPAHUhu,HI,96797,236118.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01
20800.0,Waipahu,HI,96797,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank,HI-01
49000.0,KIHEI,HI,96753,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,Bank of Hawaii,HI-02
6053.35,Lihue,HI,96766,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Kaua'i Government Employees' FCU,HI-02
25335.0,AIEA,HI,96701,812310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
75800.0,Honolulu,HI,96819,811310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/16/2020,First Hawaiian Bank,HI-01
10629.16,Aiea,HI,96701,424690.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,Celtic Bank Corporation,HI-01
7300.0,HONOLULU,HI,96816,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"American Savings Bank, FSB",HI-01
20832.0,KAILUA,HI,96734,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/26/2020,Bank of Hawaii,HI-02
48212.5,HONOLULU,HI,96819,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank,HI-01
97175.0,KAHULUI,HI,96732,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii,HI-02
11647.0,HONOLULU,HI,96817,453998.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
20800.0,Honolulu,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-01
3560.0,WAILUKU,HI,96793,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii,HI-02
22100.0,HONOLULU,HI,96817,424820.0,Limited  Liability Company(LLC),Asian,Female Owned,Unanswered,,10.0,04/12/2020,"American Savings Bank, FSB",HI-01
103400.0,PEARL CITY,HI,96782,333415.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,13.0,04/06/2020,First Hawaiian Bank,HI-01
27045.0,AIEA,HI,96701,423450.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/04/2020,Bank of Hawaii,HI-01
35000.0,Paia,HI,96779,721199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,06/02/2020,Cross River Bank,HI-02
20832.0,Honolulu,HI,96814,711410.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01
18700.0,HONOLULU,HI,96815,531312.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/13/2020,"American Savings Bank, FSB",HI-01
7500.0,MAKAWAO,HI,96768,531210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,05/07/2020,Bank of Hawaii,HI-02
18750.0,HONOLULU,HI,96816,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,First Hawaiian Bank,HI-01
74092.0,KAILUA-KONA,HI,96740,722513.0,Corporation,Unanswered,Female Owned,Non-Veteran,,13.0,04/27/2020,Bank of Hawaii,HI-02
61300.0,HONOLULU,HI,96813,541850.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,Central Pacific Bank,HI-01
21252.5,KANEOHE,HI,96744,444190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank,HI-02
9900.0,Honolulu,HI,96821,523130.0,Sole Proprietorship,White,Male Owned,Non-Veteran,,1.0,05/14/2020,Hawaii National Bank,HI-01
19800.0,HONOLULU,HI,96817,531210.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,0.0,04/27/2020,Central Pacific Bank,HI-01
20832.5,Princeville,HI,96722,541213.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,First Hawaiian Bank,HI-02
6961.88,Kihei,HI,96753,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Celtic Bank Corporation,HI-02
12500.0,HONOLULU,HI,96814,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,"American Savings Bank, FSB",HI-01
20900.0,Honolulu,HI,96813,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01
17600.0,Honolulu,HI,96821,453220.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01
74024.0,KAMUELA,HI,96743,561110.0,Corporation,Asian,Unanswered,Non-Veteran,,15.0,04/28/2020,First Hawaiian Bank,HI-02
18552.0,HONOLULU,HI,96816,561520.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii,HI-01
30595.0,HONOLULU,HI,96814,541219.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-01
20000.0,Honolulu,HI,96814,111110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,Central Pacific Bank,HI-01
23275.0,KAILUA-KONA,HI,96740,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,Bank of Hawaii,HI-02
6800.0,Makawao,HI,96768,811118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/21/2020,Central Pacific Bank,HI-02
6250.0,MILILANI,HI,96789,621340.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"Bank of America, National Association",HI-01
32249.0,HONOLULU,HI,96816,999990.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,Central Pacific Bank,HI-01
51500.0,HONOLULU,HI,96813,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,First Hawaiian Bank,HI-01
7800.0,Princeville,HI,96722,452319.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,04/28/2020,First Hawaiian Bank,HI-02
40400.0,Lawai,HI,96765,561730.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/28/2020,First Hawaiian Bank,HI-02
62500.0,HOLUALOA,HI,96725,238210.0,Corporation,Unanswered,Male Owned,Unanswered,,5.0,04/06/2020,"American Savings Bank, FSB",HI-02
43400.0,MAKAWAO,HI,96768,238910.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB",HI-02
11712.0,WAIPAHU,HI,96797,624210.0,Professional Association,Asian,Male Owned,Non-Veteran,,2.0,04/28/2020,HawaiiUSA FCU,HI-01
3900.0,Keaau,HI,96749,813990.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,"Readycap Lending, LLC",HI-02
41100.0,LIHUE,HI,96766,811411.0,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,5.0,04/07/2020,Central Pacific Bank,HI-02
86010.0,HONOLULU,HI,96826,311812.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,11.0,04/07/2020,Bank of Hawaii,HI-01
29031.14,Kualapuu,HI,96757,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5.0,05/01/2020,Celtic Bank Corporation,HI-02
36326.0,HONOLULU,HI,96817,621112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank,HI-01
2500.0,KANEOHE,HI,96744,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank,HI-02
3100.0,Honolulu,HI,96814,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-01
53000.0,HONOLULU,HI,96825,448150.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank,HI-01
15675.0,HONOLULU,HI,96813,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
20832.0,Kahului,HI,96732,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,0.0,07/14/2020,Cross River Bank,HI-02
8687.29,KAUNAKAKAI,HI,96748,441310.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB",HI-02
40747.5,HONAUNAU,HI,96726,811490.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,05/05/2020,Hawaii Community FCU,HI-02
67764.0,WAIKOLOA,HI,96738,722513.0,Corporation,Unanswered,Male Owned,Non-Veteran,,12.0,04/30/2020,First Hawaiian Bank,HI-02
11500.0,Honolulu,HI,96816,621310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-01
5600.0,HONOLULU,HI,96821,711130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"American Savings Bank, FSB",HI-01
5375.0,KULA,HI,96790,541990.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"Kabbage, Inc.",HI-02
35507.0,EWA BEACH,HI,96706,541990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,Columbia State Bank,HI-01
37500.0,HONOLULU,HI,96813,238330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/08/2020,Central Pacific Bank,HI-01
3800.0,Honolulu,HI,96816,621999.0,Sole Proprietorship,Asian,Female Owned,Non-Veteran,,1.0,05/13/2020,Hawaii National Bank,HI-01
38187.0,KAPOLEI,HI,96707,441310.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-02
19600.0,HONOLULU,HI,96817,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,04/09/2020,"American Savings Bank, FSB",HI-01
20000.0,AIEA,HI,96701,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,Central Pacific Bank,HI-01
2400.0,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,04/08/2020,Central Pacific Bank,HI-01
24005.0,ANAHOLA,HI,96703,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-02
20800.0,HONOLULU,HI,96816,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Bank of Hawaii,HI-01
23700.0,KAILUA,HI,96734,238340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/05/2020,"American Savings Bank, FSB",HI-02
5125.0,Hauula,HI,96717,531110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,07/14/2020,1st Financial Bank USA,HI-02
20100.0,AIEA,HI,96701,621330.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,8.0,04/09/2020,"American Savings Bank, FSB",HI-01
134200.0,HONOLULU,HI,96819,238150.0,Corporation,White,Male Owned,Non-Veteran,,9.0,04/07/2020,Central Pacific Bank,HI-01
84400.0,HONOLULU,HI,96813,541320.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/06/2020,First Hawaiian Bank,HI-01
80070.0,KAILUA,HI,96734,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/04/2020,First Hawaiian Bank,HI-02
5200.0,HONOLULU,HI,96815,448150.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,"American Savings Bank, FSB",HI-01
20600.0,WAILUKU,HI,96793,531320.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2.0,04/15/2020,Central Pacific Bank,HI-02
2470.0,HONOLULU,HI,96813,532230.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii,HI-01
18850.0,KIHEI,HI,96753,561720.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-02
17300.0,Honolulu,HI,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01
3100.0,Honolulu,HI,96813,236115.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-01
10000.0,HAWI,HI,96719,531311.0,Corporation,Unanswered,Unanswered,Unanswered,,,06/09/2020,Bank of Hawaii,HI-02
1175.0,PAHOA,HI,96778,111219.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/22/2020,CU Hawaii FCU,HI-02
9762.5,HONOLULU,HI,96813,711510.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8.0,04/30/2020,HawaiiUSA FCU,HI-01
46999.0,Honolulu,HI,96822,453920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank,HI-01
23600.0,HONOLULU,HI,96819,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,Central Pacific Bank,HI-01
4500.0,Honolulu,HI,96814,621391.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-01
10322.0,KAPOLEI,HI,96707,611691.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/27/2020,Bank of Hawaii,HI-02
37600.0,Paia,HI,96779,312140.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02
22300.0,HONOLULU,HI,96815,561510.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank,HI-01
20800.0,HONOLULU,HI,96813,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,05/08/2020,"American Savings Bank, FSB",HI-01
20833.0,Honolulu,HI,96825,922130.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,First Hawaiian Bank,HI-01
10000.0,PAIA,HI,96779,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,0.0,04/16/2020,Bank of Hawaii,HI-02
20800.0,Honolulu,HI,96814,541512.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/17/2020,Navy FCU,HI-01
7500.0,Kaneohe,HI,96744,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Hawaii National Bank,HI-02
62900.0,HILO,HI,96720,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/10/2020,First Hawaiian Bank,HI-02
13640.0,HONOLULU,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii,HI-01
2500.0,Kailua Kona,HI,96740,813990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02
20900.0,KAILUA,HI,96734,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank,HI-02
6323.75,Wailuku,HI,96793,811412.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation,HI-02
20800.0,HONOLULU,HI,96821,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB",HI-01
17900.0,Hilo,HI,96720,339999.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,3.0,05/04/2020,Hawaii National Bank,HI-02
133290.0,HONOLULU,HI,96819,722320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/27/2020,First Hawaiian Bank,HI-01
1334.0,Wailuku,HI,96793,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank,HI-02
17500.0,HONOLULU,HI,96814,561990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/04/2020,Central Pacific Bank,HI-01
14295.0,Waimea,HI,96796,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank,HI-02
31265.0,HONOLULU,HI,96814,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii,HI-01
37500.0,HONOLULU,HI,96813,541211.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank,HI-01
118500.0,KAILUA,HI,96734,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/06/2020,First Hawaiian Bank,HI-02
