LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
15750.0,HONOLULU,HI,96813,812112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/04/2020,Bank of Hawaii
21000.0,KANEOHE,HI,,238990.0,LIMITED  LIABILITY COMPANY(LLC),White,Male Owned,Non-Veteran,,1.0,05/01/2020,Hawaii National Bank
26800.0,HONOLULU,HI,96821,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"American Savings Bank, FSB"
72600.0,HONOLULU,Hawaii,96814,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/28/2020,Central Pacific Bank
17422.0,Honolulu,,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
6600.0,Honolulu,,96813,238220.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank
82267.5,Kaneohe,,96744,238210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/15/2020,First Hawaiian Bank
46357.0,KAMUELA,HI,96743,512110.0,Corp,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"Bank of America, National Association"
12500.0,HONOLULU,Hawaii,,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Bank of Hawaii
5585.0,HONOLULU,Hawaii,96814,999990.0,SUBCHAPTER S CORPORATION,Unanswered,Male Owned,Unanswered,,1.0,05/06/2020,First Hawaiian Bank
4600.0,HONOLULU,Hawaii,96817,531110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/15/2020,"American Savings Bank, FSB"
75000.0,WAIANAE,Hawaii,96792,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
1155.0,KEAAU,Hawaii,96749,424490.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,,05/10/2020,Bank of Hawaii
4000.0,Honolulu,,96822,561510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
13800.0,WAILUKU,Hawaii,96793,922160.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/29/2020,Central Pacific Bank
10700.0,PEARL CITY,Hawaii,96782,722410.0,Corp,Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"American Savings Bank, FSB"
14400.0,HONOLULU,HI,96814,445110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/30/2020,"American Savings Bank, FSB"
28600.0,Kamuela,Hawaii,96743,713990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank
7700.0,WAILUKU,Hawaii,96793,524210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
5200.0,Honolulu,HI,96826,621112.0,limited  liability company(llc),Unanswered,Female Owned,Non-Veteran,,7.0,04/28/2020,"American Savings Bank, FSB"
38025.0,HONOLULU,HI,96813,541310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
91700.0,Honolulu,Hawaii,96819,424990.0,Corporation,Asian,Male Owned,Non-Veteran,,9.0,04/14/2020,Hawaii National Bank
5500.0,Aiea,,96701,453210.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2.0,04/28/2020,Central Pacific Bank
1600.0,KAILUA,,96734,811411.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,2.0,04/14/2020,Central Pacific Bank
59610.0,HONOLULU,Hawaii,96825,424480.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
20830.0,HONOLULU,HI,96813,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Bank of Hawaii
18750.0,KAILUA KONA,,96740,531210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
5300.0,HONOLULU,HI,96819,423210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,2.0,05/04/2020,"American Savings Bank, FSB"
130000.0,HONOLULUolulu,,96826,541310.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank
26000.0,WAIPAHUhu,,96797,236118.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
20800.0,Waipahu,,96797,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Central Pacific Bank
49000.0,KIHEI,,96753,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,Bank of Hawaii
6053.35,Lihue,Hawaii,,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Kaua'i Government Employees' FCU
25335.0,AIEA,Hawaii,96701,812310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
75800.0,Honolulu,HI,96819,811310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/16/2020,First Hawaiian Bank
10629.16,Aiea,Hawaii,96701,424690.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,Celtic Bank Corporation
7300.0,HONOLULU,,96816,812990.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"American Savings Bank, FSB"
20832.0,KAILUA,Hawaii,96734,541511.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,05/26/2020,Bank of Hawaii
48212.5,HONOLULU,Hawaii,96819,541110.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank
97175.0,KAHULUI,HI,96732,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/10/2020,Bank of Hawaii
11647.0,HONOLULU,HI,96817,453998.0,Corp,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
20800.0,Honolulu,Hawaii,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
3560.0,WAILUKU,HI,96793,711510.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii
22100.0,HONOLULU,,96817,424820.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Unanswered,,10.0,04/12/2020,"American Savings Bank, FSB"
103400.0,PEARL CITY,HI,96782,333415.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,13.0,04/06/2020,First Hawaiian Bank
27045.0,AIEA,Hawaii,96701,423450.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,2.0,05/04/2020,Bank of Hawaii
35000.0,Paia,,96779,721199.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,12.0,06/02/2020,Cross River Bank
20832.0,Honolulu,,,711410.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
18700.0,HONOLULU,Hawaii,96815,531312.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/13/2020,"American Savings Bank, FSB"
7500.0,MAKAWAO,,96768,531210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1.0,05/07/2020,Bank of Hawaii
18750.0,HONOLULU,Hawaii,96816,238210.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,First Hawaiian Bank
74092.0,KAILUA-KONA,Hawaii,96740,722513.0,corporation,Unanswered,Female Owned,Non-Veteran,,13.0,04/27/2020,Bank of Hawaii
61300.0,HONOLULU,Hawaii,96813,541850.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,Central Pacific Bank
21252.5,KANEOHE,HI,,444190.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank
9900.0,Honolulu,Hawaii,96821,523130.0,Sole Proprietorship,White,Male Owned,Non-Veteran,,1.0,05/14/2020,Hawaii National Bank
19800.0,HONOLULU,HI,96817,531210.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,0.0,04/27/2020,Central Pacific Bank
20832.5,Princeville,Hawaii,96722,541213.0,SP,Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,First Hawaiian Bank
6961.88,Kihei,HI,96753,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Celtic Bank Corporation
12500.0,HONOLULU,HI,96814,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,"American Savings Bank, FSB"
20900.0,Honolulu,,96813,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
17600.0,Honolulu,,96821,453220.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
74024.0,KAMUELA,HI,96743,561110.0,Corporation,Asian,Unanswered,Non-Veteran,,15.0,04/28/2020,First Hawaiian Bank
18552.0,HONOLULU,Hawaii,96816,561520.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii
30595.0,HONOLULU,HI,96814,541219.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii
20000.0,Honolulu,HI,,111110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,Central Pacific Bank
23275.0,KAILUA-KONA,HI,96740,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,Bank of Hawaii
6800.0,Makawao,Hawaii,96768,811118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/21/2020,Central Pacific Bank
6250.0,MILILANI,Hawaii,96789,621340.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"Bank of America, National Association"
32249.0,HONOLULU,,96816,999990.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,Central Pacific Bank
51500.0,HONOLULU,Hawaii,96813,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,First Hawaiian Bank
7800.0,Princeville,Hawaii,96722,452319.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,2.0,04/28/2020,First Hawaiian Bank
40400.0,Lawai,,96765,561730.0,LLC,Unanswered,Unanswered,Unanswered,,7.0,04/28/2020,First Hawaiian Bank
62500.0,HOLUALOA,Hawaii,96725,238210.0,Corp,Unanswered,Male Owned,Unanswered,,5.0,04/06/2020,"American Savings Bank, FSB"
43400.0,MAKAWAO,Hawaii,96768,238910.0,S-Corp,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB"
11712.0,WAIPAHU,Hawaii,96797,624210.0,professional association,Asian,Male Owned,Non-Veteran,,2.0,04/28/2020,HawaiiUSA FCU
3900.0,Keaau,HI,96749,813990.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,"Readycap Lending, LLC"
41100.0,LIHUE,,96766,811411.0,limited  liability company(llc),White,Unanswered,Unanswered,,5.0,04/07/2020,Central Pacific Bank
86010.0,HONOLULU,,96826,311812.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,11.0,04/07/2020,Bank of Hawaii
29031.14,Kualapuu,HI,96757,611110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,5.0,05/01/2020,Celtic Bank Corporation
36326.0,HONOLULU,Hawaii,96817,621112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank
2500.0,KANEOHE,Hawaii,96744,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank
3100.0,Honolulu,HI,96814,531210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
53000.0,HONOLULU,HI,96825,448150.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank
15675.0,HONOLULU,Hawaii,96813,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
20832.0,Kahului,,96732,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,0.0,07/14/2020,Cross River Bank
8687.29,KAUNAKAKAI,,96748,441310.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB"
40747.5,HONAUNAU,HI,96726,811490.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,05/05/2020,Hawaii Community FCU
67764.0,WAIKOLOA,,96738,722513.0,Corporation,Unanswered,Male Owned,Non-Veteran,,12.0,04/30/2020,First Hawaiian Bank
11500.0,Honolulu,,96816,621310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
5600.0,HONOLULU,Hawaii,96821,711130.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"American Savings Bank, FSB"
5375.0,KULA,,96790,541990.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"Kabbage, Inc."
35507.0,EWA BEACH,,96706,541990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,Columbia State Bank
37500.0,HONOLULU,HI,96813,238330.0,LLC,Unanswered,Unanswered,Unanswered,,3.0,04/08/2020,Central Pacific Bank
3800.0,Honolulu,,96816,621999.0,Sole Proprietorship,Asian,Female Owned,Non-Veteran,,1.0,05/13/2020,Hawaii National Bank
38187.0,KAPOLEI,Hawaii,96707,441310.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
19600.0,HONOLULU,HI,96817,813110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,4.0,04/09/2020,"American Savings Bank, FSB"
20000.0,AIEA,HI,,621210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,Central Pacific Bank
2400.0,HONOLULU,,96813,541110.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,1.0,04/08/2020,Central Pacific Bank
24005.0,ANAHOLA,HI,96703,541921.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
20800.0,HONOLULU,HI,96816,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,Bank of Hawaii
23700.0,KAILUA,Hawaii,96734,238340.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/05/2020,"American Savings Bank, FSB"
5125.0,Hauula,,96717,531110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,07/14/2020,1st Financial Bank USA
20100.0,AIEA,,,621330.0,LIMITED LIABILITY PARTNERSHIP,Unanswered,Unanswered,Unanswered,,8.0,04/09/2020,"American Savings Bank, FSB"
134200.0,HONOLULU,Hawaii,96819,238150.0,CORPORATION,White,Male Owned,Non-Veteran,,9.0,04/07/2020,Central Pacific Bank
84400.0,HONOLULU,Hawaii,96813,541320.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/06/2020,First Hawaiian Bank
80070.0,KAILUA,Hawaii,96734,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/04/2020,First Hawaiian Bank
5200.0,HONOLULU,Hawaii,96815,448150.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,"American Savings Bank, FSB"
20600.0,WAILUKU,HI,96793,531320.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2.0,04/15/2020,Central Pacific Bank
2470.0,HONOLULU,,,532230.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,Bank of Hawaii
18850.0,KIHEI,HI,96753,561720.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
17300.0,Honolulu,,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
3100.0,Honolulu,HI,96813,236115.0,SEI,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
10000.0,HAWI,HI,96719,531311.0,corporation,Unanswered,Unanswered,Unanswered,,,06/09/2020,Bank of Hawaii
1175.0,PAHOA,HI,96778,111219.0,SP,Unanswered,Unanswered,Unanswered,,,06/22/2020,CU Hawaii FCU
9762.5,HONOLULU,HI,96813,711510.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8.0,04/30/2020,HawaiiUSA FCU
46999.0,Honolulu,Hawaii,96822,453920.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
23600.0,HONOLULU,HI,,541511.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,Central Pacific Bank
4500.0,Honolulu,HI,96814,621391.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
10322.0,KAPOLEI,,96707,611691.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,9.0,04/27/2020,Bank of Hawaii
37600.0,Paia,,96779,312140.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
22300.0,HONOLULU,Hawaii,96815,561510.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank
20800.0,HONOLULU,,96813,524210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,2.0,05/08/2020,"American Savings Bank, FSB"
20833.0,Honolulu,,96825,922130.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,First Hawaiian Bank
10000.0,PAIA,Hawaii,96779,531210.0,independent contractors,Unanswered,Unanswered,Unanswered,,0.0,04/16/2020,Bank of Hawaii
20800.0,Honolulu,HI,96814,541512.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/17/2020,Navy FCU
7500.0,Kaneohe,Hawaii,,812112.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Hawaii National Bank
62900.0,HILO,HI,,621210.0,Corp,Unanswered,Unanswered,Unanswered,,7.0,04/10/2020,First Hawaiian Bank
13640.0,HONOLULU,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii
2500.0,Kailua Kona,Hawaii,96740,813990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
20900.0,KAILUA,HI,96734,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
6323.75,Wailuku,HI,96793,811412.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
20800.0,HONOLULU,HI,96821,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/05/2020,"American Savings Bank, FSB"
17900.0,Hilo,HI,,339999.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,3.0,05/04/2020,Hawaii National Bank
133290.0,HONOLULU,HI,96819,722320.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,12.0,04/27/2020,First Hawaiian Bank
1334.0,Wailuku,HI,96793,561720.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
17500.0,HONOLULU,HI,96814,561990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/04/2020,Central Pacific Bank
14295.0,Waimea,,96796,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank
31265.0,HONOLULU,,96814,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii
37500.0,HONOLULU,HI,96813,541211.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,Central Pacific Bank
118500.0,KAILUA,HI,96734,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/06/2020,First Hawaiian Bank
54810.0,Princeville,Hawaii,96722,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,05/01/2020,First Hawaiian Bank
16875.0,Honolulu,,96815,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,First Hawaiian Bank
65078.55,HILO,,96720,492110.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,05/01/2020,Celtic Bank Corporation
23100.0,HONOLULU,Hawaii,96817,624110.0,NPO,Unanswered,Unanswered,Unanswered,Y,3.0,04/08/2020,First Hawaiian Bank
26261.0,HONOLULU,,,532490.0,corporation,Unanswered,Male Owned,Non-Veteran,,5.0,04/30/2020,Cross River Bank
64192.5,Kealakekua,HI,96750,424480.0,corporation,Unanswered,Female Owned,Non-Veteran,,5.0,04/30/2020,Hawaii Community FCU
20800.0,HONOLULU,HI,96817,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,06/12/2020,"American Savings Bank, FSB"
24300.0,Kihei,HI,96753,722511.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1.0,04/29/2020,Hawaii National Bank
97440.0,HONOLULU,HI,96813,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
106250.0,HONOLULU,HI,96813,621111.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,,04/09/2020,Central Pacific Bank
1400.0,Aiea,,96701,454110.0,LLC,Unanswered,Male Owned,Non-Veteran,,0.0,05/07/2020,Central Pacific Bank
20430.0,KULA,HI,96790,453220.0,CORPORATION,Unanswered,Male Owned,Non-Veteran,,5.0,04/27/2020,Bank of Hawaii
6000.0,KANEOHE,HI,96744,532284.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB"
17500.0,HONOLULU,,,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,Central Pacific Bank
7700.0,Honolulu,HI,96822,541990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
4816.0,Honolulu,HI,,812990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,07/23/2020,Cross River Bank
30000.0,Honolulu,Hawaii,96819,337110.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank
143887.0,Hilo,Hawaii,96720,722513.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,0.0,05/03/2020,Cross River Bank
64600.0,Waimanalo,,96795,238210.0,limited  liability company(llc),Asian,Female Owned,Non-Veteran,,6.0,04/29/2020,Hawaii National Bank
800.0,KAILUA KONA,Hawaii,96740,424820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,05/01/2020,"American Savings Bank, FSB"
62800.0,WAIPAHU,,96797,621111.0,S-Corp,Unanswered,Unanswered,Unanswered,,5.0,04/16/2020,Central Pacific Bank
43831.25,HILO,HI,96720,561492.0,PARTNERSHIP,Unanswered,Unanswered,Unanswered,,4.0,05/29/2020,First Hawaiian Bank
87607.5,Honolulu,HI,96826,621320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/30/2020,First Hawaiian Bank
14629.0,LAHAINA,HI,96761,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
17500.0,HONOLULU,HI,96813,336611.0,LLC,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,Central Pacific Bank
14700.0,HONOLULU,HI,96817,531190.0,SOLE PROPRIETORSHIP,Unanswered,Female Owned,Unanswered,,2.0,04/28/2020,"American Savings Bank, FSB"
16052.0,Kapolei,Hawaii,96707,238140.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/28/2020,"Kabbage, Inc."
30400.0,WAIPAHU,,96797,485991.0,LLC,Asian,Male Owned,Non-Veteran,,5.0,04/29/2020,Central Pacific Bank
46400.0,HONOLULU,Hawaii,96814,621210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/05/2020,Central Pacific Bank
14000.0,Kaneohe,HI,96744,541110.0,SP,Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Central Pacific Bank
32400.0,KIHEI,Hawaii,96753,713990.0,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/12/2020,Central Pacific Bank
20800.0,Honolulu,Hawaii,,541611.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/27/2020,Celtic Bank Corporation
120000.0,WAILUKU,Hawaii,96793,424410.0,corporation,Unanswered,Unanswered,Unanswered,,26.0,04/12/2020,Central Pacific Bank
147117.5,LAHAINA,,96761,713990.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,12.0,04/27/2020,First Hawaiian Bank
66900.0,HONOLULU,,96814,621210.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,04/05/2020,Central Pacific Bank
9400.0,Honolulu,Hawaii,96821,531210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Central Pacific Bank
18820.0,HONOLULU,Hawaii,96813,524210.0,IC,Unanswered,Unanswered,Unanswered,,0.0,04/15/2020,HawaiiUSA FCU
10745.0,WAILUKU,Hawaii,96793,236118.0,partnership,Unanswered,Unanswered,Unanswered,,2.0,05/18/2020,HawaiiUSA FCU
48200.0,HONOLULU,Hawaii,96813,621399.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,Central Pacific Bank
5230.0,Kaneohe,HI,96744,812990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,First Hawaiian Bank
25795.0,Honolulu,,96815,611620.0,S-Corp,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,First Hawaiian Bank
80000.0,HONOLULU,,96813,524114.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank
3745.0,MILILANI,Hawaii,96789,811111.0,corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
89980.0,Honolulu,HI,96813,541611.0,corporation,Unanswered,Unanswered,Unanswered,,6.0,04/15/2020,First Hawaiian Bank
121920.0,Lahaina,,96761,561520.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,15.0,04/15/2020,First Hawaiian Bank
17500.0,KAHULUI,HI,,238350.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/09/2020,Bank of Hawaii
128360.0,Honolulu,Hawaii,96819,423930.0,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/30/2020,First Hawaiian Bank
2435.66,HONOLULU,,96814,561510.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB"
7500.0,HONOLULU,,96813,541310.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,7.0,04/16/2020,Central Pacific Bank
